State,Year,ClassNumber,Number of oil wells,Oil wells: oil rate per Well (barrels per day),Number of natural gas wells,Natural gas wells: natural gas rate per well
PA,2013,1,10247,0.18,38553,2.442
PA,2013,2,1299,1.001,13770,8.301
PA,2013,3,284,2.148,6127,15.922
PA,2013,4,87,4.245,1074,28.42
PA,2013,5,29,5.339,403,40.743
PA,2013,6,8,6.724,210,53.508
PA,2013,6.5,11954,0.335,60137,6.035
PA,2013,7,6,6.866,112,64.85
PA,2013,8,7,11.975,145,80.474
PA,2013,8.5,11967,0.343,60394,6.317
PA,2013,9,3,16.207,155,103.591
PA,2013,10,7,19.794,108,133.652
PA,2013,11,2,20.809,60,163.163
PA,2013,12,4,28.451,83,210.4
PA,2013,13,5,34.338,84,269.136
PA,2013,14,3,63.202,422,451.273
PA,2013,14.5,11991,0.375,61306,10.457
PA,2013,15,1,102.565,1040,871.339
PA,2013,16,0,0,1319,1692.332
PA,2013,17,0,0,943,3325.573
PA,2013,18,0,0,444,6472.275
PA,2013,19,0,0,112,12084.347
PA,2013,20,0,0,6,21413.068
PA,2013,21,0,0,0,0
PA,2013,22,0,0,0,0
PA,2013,23,11992,0.377,65170,138.85
PA,2012,1,9590,0.204,37963,2.5
PA,2012,2,1369,1.112,14357,8.314
PA,2012,3,352,2.329,6776,15.992
PA,2012,4,70,3.638,1366,28.461
PA,2012,5,19,4.874,412,40.928
PA,2012,6,39,8.326,211,52.996
PA,2012,6.5,11439,0.399,61085,6.373
PA,2012,7,10,9.65,147,64.113
PA,2012,8,7,12.779,135,78.801
PA,2012,8.5,11456,0.407,61367,6.663
PA,2012,9,10,14.797,165,103.123
PA,2012,10,1,20.008,84,132.035
PA,2012,11,4,24.51,94,163.631
PA,2012,12,4,32.614,84,204.258
PA,2012,13,2,28.439,66,268.678
PA,2012,14,5,70.036,284,437.413
PA,2012,14.5,11482,0.444,62144,9.529
PA,2012,15,1,85.24,643,903.147
PA,2012,16,0,0,974,1715.419
PA,2012,17,0,0,783,3325.999
PA,2012,18,0,0,288,6409.911
PA,2012,19,0,0,43,11826.262
PA,2012,20,0,0,3,21508.272
PA,2012,21,0,0,0,0
PA,2012,22,0,0,0,0
PA,2012,23,11483,0.452,64878,94.423
PA,2011,1,8950,0.218,35035,2.498
PA,2011,2,1413,1.133,14415,8.295
PA,2011,3,433,1.954,7544,16.042
PA,2011,4,92,3.687,1697,28.473
PA,2011,5,17,5.501,618,40.696
PA,2011,6,7,6.064,287,52.38
PA,2011,6.5,10912,0.414,59596,6.967
PA,2011,7,3,10.562,172,64.366
PA,2011,8,5,8.484,173,79.026
PA,2011,8.5,10920,0.42,59941,7.325
PA,2011,9,4,10.697,157,102.285
PA,2011,10,3,22.029,97,133.12
PA,2011,11,0,0,66,160.44
PA,2011,12,0,0,98,205.038
PA,2011,13,0,0,65,263.506
PA,2011,14,3,41.255,191,436.35
PA,2011,14.5,10930,0.437,60615,9.586
PA,2011,15,0,0,302,885.276
PA,2011,16,2,208.105,570,1746.098
PA,2011,17,0,0,495,3271.32
PA,2011,18,0,0,194,6593.081
PA,2011,19,0,0,18,11878.724
PA,2011,20,0,0,0,0
PA,2011,21,0,0,0,0
PA,2011,22,0,0,0,0
PA,2011,23,10932,0.477,62194,55.792
PA,2010,1,8611,0.225,33217,2.557
PA,2010,2,1283,1.044,14571,8.319
PA,2010,3,373,1.892,8093,16.13
PA,2010,4,121,3.481,2125,28.282
PA,2010,5,18,5.137,853,40.749
PA,2010,6,22,6.236,402,52.49
PA,2010,6.5,10428,0.417,59261,7.56
PA,2010,7,8,9.444,219,65.303
PA,2010,8,6,9.801,187,79.434
PA,2010,8.5,10442,0.428,59667,7.976
PA,2010,9,9,13.493,153,101.011
PA,2010,10,6,16.356,112,132.46
PA,2010,11,4,17.318,74,159.324
PA,2010,12,2,18.76,108,201.787
PA,2010,13,1,30.471,73,262.725
PA,2010,14,3,52.996,139,409.272
PA,2010,14.5,10467,0.468,60326,9.977
PA,2010,15,3,138.374,161,855.395
PA,2010,16,0,0,251,1687.223
PA,2010,17,0,0,227,3383.88
PA,2010,18,0,0,68,6395.667
PA,2010,19,0,0,9,10585.586
PA,2010,20,0,0,0,0
PA,2010,21,0,0,0,0
PA,2010,22,0,0,0,0
PA,2010,23,10470,0.506,61042,27.121
PA,2009,1,5678,0.218,26624,2.612
PA,2009,2,633,0.964,13229,8.432
PA,2009,3,536,2.073,8391,16.304
PA,2009,4,60,3.663,2262,28.631
PA,2009,5,21,4.747,960,40.63
PA,2009,6,7,7.609,426,53.008
PA,2009,6.5,6935,0.453,51892,8.472
PA,2009,7,5,7.601,239,64.503
PA,2009,8,10,9.647,198,79.347
PA,2009,8.5,6950,0.468,52329,8.963
PA,2009,9,10,12.945,178,100.305
PA,2009,10,8,15.511,90,127.433
PA,2009,11,3,15.027,58,160.724
PA,2009,12,6,22.473,98,205.833
PA,2009,13,4,28.747,69,267.188
PA,2009,14,2,39.881,137,392.788
PA,2009,14.5,6983,0.554,52959,11.053
PA,2009,15,3,111.508,98,837.632
PA,2009,16,0,0,86,1573.69
PA,2009,17,0,0,33,3097.745
PA,2009,18,1,660.115,6,5636.952
PA,2009,19,0,0,0,0
PA,2009,20,0,0,0,0
PA,2009,21,0,0,0,0
PA,2009,22,0,0,0,0
PA,2009,23,6987,0.62,53182,15.414
PA,2008,1,5458,0.22,27320,2.515
PA,2008,2,1414,1.025,13074,8.425
PA,2008,3,542,2.015,8665,16.375
PA,2008,4,184,3.256,2800,28.31
PA,2008,5,43,4.808,1153,40.632
PA,2008,6,32,6.056,577,52.564
PA,2008,6.5,7673,0.576,53589,8.676
PA,2008,7,5,7.056,292,64.541
PA,2008,8,15,12.539,241,79.064
PA,2008,8.5,7693,0.588,54122,9.208
PA,2008,9,3,11.168,173,102.584
PA,2008,10,2,19.748,90,133.802
PA,2008,11,1,24.581,47,157.69
PA,2008,12,2,21.15,89,204.14
PA,2008,13,1,22.94,61,264.069
PA,2008,14,2,38.616,98,384.173
PA,2008,14.5,7704,0.605,54680,10.671
PA,2008,15,2,122.13,33,813.948
PA,2008,16,0,0,11,1584.503
PA,2008,17,0,0,4,2652.756
PA,2008,18,0,0,1,5948.508
PA,2008,19,0,0,0,0
PA,2008,20,0,0,0,0
PA,2008,21,0,0,0,0
PA,2008,22,0,0,0,0
PA,2008,23,7706,0.638,54729,11.171
PA,2007,1,804,0.193,18237,2.764
PA,2007,2,131,1.147,10201,8.61
PA,2007,3,150,2.148,6935,16.559
PA,2007,4,40,3.463,2204,28.675
PA,2007,5,15,5.104,948,40.833
PA,2007,6,14,7.358,587,52.794
PA,2007,6.5,1154,0.742,39112,9.688
PA,2007,7,16,8.559,302,63.951
PA,2007,8,11,9.641,236,78.32
PA,2007,8.5,1181,0.933,39650,10.421
PA,2007,9,15,14.198,180,99.657
PA,2007,10,11,18.147,72,129.764
PA,2007,11,2,25.526,46,158.321
PA,2007,12,6,21.78,57,198.294
PA,2007,13,21,41.964,26,266.254
PA,2007,14,6,55.165,41,379.934
PA,2007,14.5,1242,2.118,40072,11.799
PA,2007,15,4,107.489,14,772.598
PA,2007,16,0,0,2,1520.442
PA,2007,17,0,0,2,2686.816
PA,2007,18,0,0,0,0
PA,2007,19,0,0,0,0
PA,2007,20,0,0,0,0
PA,2007,21,0,0,0,0
PA,2007,22,0,0,0,0
PA,2007,23,1246,2.484,40090,12.198
PA,2006,1,5321,0.18,21656,2.522
PA,2006,2,769,1.018,10792,8.531
PA,2006,3,387,2.036,7562,16.47
PA,2006,4,111,3.275,2518,28.091
PA,2006,5,17,5.692,1098,40.581
PA,2006,6,71,5.973,621,52.991
PA,2006,6.5,6676,0.48,44247,9.169
PA,2006,7,14,8.592,297,64.036
PA,2006,8,6,11.677,238,78.797
PA,2006,8.5,6696,0.501,44782,9.815
PA,2006,9,14,12.241,161,102.355
PA,2006,10,6,16.131,74,131.545
PA,2006,11,1,16.386,39,162.673
PA,2006,12,0,0,53,206.172
PA,2006,13,2,30.607,19,259.13
PA,2006,14,6,40.286,32,413.933
PA,2006,14.5,6725,0.572,45160,10.89
PA,2006,15,5,82.538,8,691.105
PA,2006,16,1,177.224,3,1654.291
PA,2006,17,0,0,1,3788.91
PA,2006,18,0,0,2,7444.491
PA,2006,19,0,0,0,0
PA,2006,20,0,0,1,23231.473
PA,2006,21,0,0,0,0
PA,2006,22,0,0,0,0
PA,2006,23,6731,0.653,45175,11.829
PA,2005,1,6296,0.145,19900,2.459
PA,2005,2,507,1.055,10109,8.546
PA,2005,3,333,2.063,7270,16.395
PA,2005,4,106,3.405,2473,28.599
PA,2005,5,43,5.187,1118,40.087
PA,2005,6,36,6.568,624,53.225
PA,2005,6.5,7321,0.389,41494,9.44
PA,2005,7,13,8.271,363,61.509
PA,2005,8,10,11.066,244,77.992
PA,2005,8.5,7344,0.408,42101,10.159
PA,2005,9,9,11.805,173,98.88
PA,2005,10,8,13.406,65,132.801
PA,2005,11,3,27.305,46,163.036
PA,2005,12,1,15.676,31,200.271
PA,2005,13,1,43.515,27,261.576
PA,2005,14,2,34.46,22,419.405
PA,2005,14.5,7368,0.449,42465,11.185
PA,2005,15,2,140.323,6,934.406
PA,2005,16,1,299.584,1,1577.351
PA,2005,17,0,0,0,0
PA,2005,18,0,0,2,5005.479
PA,2005,19,0,0,0,0
PA,2005,20,0,0,0,0
PA,2005,21,0,0,0,0
PA,2005,22,0,0,0,0
PA,2005,23,7371,0.514,42474,11.583
PA,2004,1,5100,0.202,17331,2.535
PA,2004,2,646,1.054,9321,8.508
PA,2004,3,359,1.869,6391,16.418
PA,2004,4,78,3.866,2159,28.646
PA,2004,5,42,5.332,1052,40.185
PA,2004,6,43,6.452,518,52.778
PA,2004,6.5,6268,0.488,36772,9.534
PA,2004,7,35,6.68,327,63.322
PA,2004,8,11,10.39,263,79.881
PA,2004,8.5,6314,0.526,37362,10.4
PA,2004,9,30,12.164,158,99.977
PA,2004,10,6,11.466,70,126.822
PA,2004,11,1,14.169,26,165.629
PA,2004,12,8,23.58,23,200.338
PA,2004,13,0,0,14,254.286
PA,2004,14,5,52.107,19,369.272
PA,2004,14.5,6364,0.62,37672,11.307
PA,2004,15,1,115.687,5,837.836
PA,2004,16,0,0,0,0
PA,2004,17,0,0,0,0
PA,2004,18,0,0,0,0
PA,2004,19,0,0,0,0
PA,2004,20,0,0,0,0
PA,2004,21,0,0,0,0
PA,2004,22,0,0,0,0
PA,2004,23,6365,0.631,37677,11.38
PA,2003,1,4298,0.176,17770,2.549
PA,2003,2,696,1.039,9443,8.534
PA,2003,3,539,2.148,6612,16.37
PA,2003,4,102,3.688,2187,28.657
PA,2003,5,78,4.5,981,41
PA,2003,6,33,6.444,533,53.125
PA,2003,6.5,5746,0.583,37526,9.485
PA,2003,7,17,8.715,291,64.953
PA,2003,8,1,11.364,298,75.057
PA,2003,8.5,5764,0.595,38115,10.294
PA,2003,9,33,14.299,216,100.632
PA,2003,10,13,17.784,68,130.859
PA,2003,11,6,18.149,34,161.266
PA,2003,12,1,35.296,39,206.181
PA,2003,13,0,0,11,257.757
PA,2003,14,3,44.989,18,375.709
PA,2003,14.5,5820,0.711,38501,11.394
PA,2003,15,0,0,5,827.478
PA,2003,16,0,0,1,1234.11
PA,2003,17,0,0,0,0
PA,2003,18,0,0,0,0
PA,2003,19,0,0,0,0
PA,2003,20,0,0,0,0
PA,2003,21,0,0,0,0
PA,2003,22,0,0,0,0
PA,2003,23,5820,0.711,38507,11.534
PA,2002,1,4452,0.136,16021,2.556
PA,2002,2,548,1.011,8689,8.589
PA,2002,3,306,2.084,6558,16.395
PA,2002,4,73,3.589,1944,28.645
PA,2002,5,36,5.026,922,40.737
PA,2002,6,51,5.75,539,51.885
PA,2002,6.5,5466,0.446,34673,9.704
PA,2002,7,10,9.7,273,65.194
PA,2002,8,12,9.688,230,79.574
PA,2002,8.5,5488,0.471,35176,10.46
PA,2002,9,11,13.642,195,99.719
PA,2002,10,6,19.851,74,127.774
PA,2002,11,7,26.755,39,158.407
PA,2002,12,7,29.42,33,201.671
PA,2002,13,4,36.592,11,270.216
PA,2002,14,2,47.723,25,388.814
PA,2002,14.5,5525,0.616,35553,11.695
PA,2002,15,0,0,3,772.311
PA,2002,16,0,0,0,0
PA,2002,17,0,0,0,0
PA,2002,18,0,0,0,0
PA,2002,19,0,0,0,0
PA,2002,20,0,0,0,0
PA,2002,21,0,0,0,0
PA,2002,22,0,0,0,0
PA,2002,23,5525,0.616,35556,11.743
PA,2001,1,6146,0.153,16987,2.553
PA,2001,2,383,0.982,9127,8.507
PA,2001,3,206,2.762,6700,16.452
PA,2001,4,85,3.686,1837,28.678
PA,2001,5,92,4.462,805,40.5
PA,2001,6,12,6.281,433,53.247
PA,2001,6.5,6924,0.365,35889,9.249
PA,2001,7,7,8.429,277,64.671
PA,2001,8,29,10.807,222,79.624
PA,2001,8.5,6960,0.399,36388,9.984
PA,2001,9,4,15.189,173,101.328
PA,2001,10,1,24.323,79,133.553
PA,2001,11,5,26.104,46,161.569
PA,2001,12,1,34.942,30,211.324
PA,2001,13,1,37.641,8,280.67
PA,2001,14,0,0,19,379.87
PA,2001,14.5,6972,0.417,36743,11.109
PA,2001,15,2,122.358,3,1025.904
PA,2001,16,0,0,0,0
PA,2001,17,0,0,2,2699.806
PA,2001,18,0,0,0,0
PA,2001,19,0,0,0,0
PA,2001,20,0,0,0,0
PA,2001,21,0,0,0,0
PA,2001,22,0,0,0,0
PA,2001,23,6974,0.45,36748,11.18
PA,2000,1,5876,0.243,14338,2.545
PA,2000,2,414,0.995,8086,8.532
PA,2000,3,250,1.707,6243,16.548
PA,2000,4,97,2.983,1976,28.585
PA,2000,5,41,4.841,838,40.899
PA,2000,6,27,6.398,422,52.25
PA,2000,6.5,6705,0.426,31903,9.896
PA,2000,7,10,6.573,263,64.717
PA,2000,8,4,9.068,219,79.991
PA,2000,8.5,6719,0.436,32385,10.67
PA,2000,9,10,11.041,160,101.519
PA,2000,10,7,15.785,55,133.332
PA,2000,11,2,17.697,26,163.283
PA,2000,12,1,30.24,27,205.515
PA,2000,13,0,0,12,274.981
PA,2000,14,0,0,16,399.204
PA,2000,14.5,6739,0.454,32681,11.726
PA,2000,15,0,0,3,984.248
PA,2000,16,0,0,1,1229.508
PA,2000,17,0,0,0,0
PA,2000,18,0,0,1,5906.628
PA,2000,19,0,0,0,0
PA,2000,20,0,0,0,0
PA,2000,21,0,0,0,0
PA,2000,22,0,0,0,0
PA,2000,23,6739,0.454,32686,12.037
SD,2023,1,5,0.591,16,2.743
SD,2023,2,4,1.455,13,8.127
SD,2023,3,3,2.125,10,14.68
SD,2023,4,7,4.701,1,25.693
SD,2023,5,3,6.171,1,36.003
SD,2023,6,4,7.383,0,0
SD,2023,6.5,26,3.839,41,8.987
SD,2023,7,7,10.058,2,56.151
SD,2023,8,14,12.488,2,51.892
SD,2023,8.5,47,7.451,45,13.145
SD,2023,9,20,15.382,3,69.048
SD,2023,10,8,20.102,4,109.398
SD,2023,11,8,22.188,8,124.071
SD,2023,12,4,29.401,8,152.867
SD,2023,13,10,40.753,4,219.258
SD,2023,14,8,61.319,6,326.97
SD,2023,14.5,105,19.322,78,82.129
SD,2023,15,2,89.082,1,508.208
SD,2023,16,0,0,0,0
SD,2023,17,0,0,0,0
SD,2023,18,0,0,0,0
SD,2023,19,0,0,0,0
SD,2023,20,0,0,0,0
SD,2023,21,0,0,0,0
SD,2023,22,0,0,0,0
SD,2023,23,107,20.644,79,87.64
SD,2022,1,6,0.414,16,3.011
SD,2022,2,2,1.352,12,8.769
SD,2022,3,9,3.044,13,16.916
SD,2022,4,3,4.776,4,28.907
SD,2022,5,7,6.421,0,0
SD,2022,6,3,7.429,1,37.027
SD,2022,6.5,30,3.919,46,11.409
SD,2022,7,11,9.73,1,64.014
SD,2022,8,8,12.512,3,58.911
SD,2022,8.5,49,6.732,50,15.46
SD,2022,9,20,15.899,3,84.536
SD,2022,10,12,20.136,5,89.13
SD,2022,11,5,24.942,6,113.026
SD,2022,12,5,29.01,9,163.293
SD,2022,13,10,40.762,3,226.905
SD,2022,14,8,68.611,9,316.103
SD,2022,14.5,109,19.658,85,85.584
SD,2022,15,1,156.921,2,464.692
SD,2022,16,0,0,0,0
SD,2022,17,0,0,0,0
SD,2022,18,0,0,0,0
SD,2022,19,0,0,0,0
SD,2022,20,0,0,0,0
SD,2022,21,0,0,0,0
SD,2022,22,0,0,0,0
SD,2022,23,110,20.934,87,94.487
SD,2021,1,8,0.241,19,3.647
SD,2021,2,6,1.69,12,8.923
SD,2021,3,5,2.81,11,16.025
SD,2021,4,10,4.794,3,25.787
SD,2021,5,6,6.432,1,37.126
SD,2021,6,5,7.373,2,46.596
SD,2021,6.5,40,3.95,48,11.888
SD,2021,7,3,9.912,1,40.307
SD,2021,8,9,12.265,3,67.003
SD,2021,8.5,52,5.948,52,15.706
SD,2021,9,21,16.709,1,80.175
SD,2021,10,7,21.284,6,110.203
SD,2021,11,7,23.156,3,114.371
SD,2021,12,6,30.131,8,146.127
SD,2021,13,6,39.347,3,197.142
SD,2021,14,12,61.173,10,278.55
SD,2021,14.5,111,19.819,83,78.624
SD,2021,15,2,140.223,3,517.669
SD,2021,16,0,0,0,0
SD,2021,17,0,0,0,0
SD,2021,18,0,0,0,0
SD,2021,19,0,0,0,0
SD,2021,20,0,0,0,0
SD,2021,21,0,0,0,0
SD,2021,22,0,0,0,0
SD,2021,23,113,22.062,86,94.165
SD,2020,1,7,0.361,16,3.774
SD,2020,2,3,1.558,15,8.629
SD,2020,3,3,2.65,12,17.087
SD,2020,4,5,5.221,4,24.342
SD,2020,5,9,7.285,0,0
SD,2020,6,9,8.601,2,46.536
SD,2020,6.5,36,5.118,49,11.945
SD,2020,7,3,8.707,0,0
SD,2020,8,9,12.807,1,75.194
SD,2020,8.5,48,6.784,50,13.21
SD,2020,9,12,17.159,6,75.191
SD,2020,10,9,21.69,1,120.128
SD,2020,11,4,23.758,2,130.096
SD,2020,12,10,28.462,4,187.408
SD,2020,13,8,43.806,10,220.13
SD,2020,14,10,64.603,16,315.282
SD,2020,14.5,101,20.82,89,106.718
SD,2020,15,1,120.754,4,599.992
SD,2020,16,0,0,0,0
SD,2020,17,0,0,0,0
SD,2020,18,0,0,0,0
SD,2020,19,0,0,0,0
SD,2020,20,0,0,0,0
SD,2020,21,0,0,0,0
SD,2020,22,0,0,0,0
SD,2020,23,102,21.8,93,128.011
SD,2019,1,8,0.56,19,3.697
SD,2019,2,1,1.619,11,9
SD,2019,3,2,2.99,14,15.033
SD,2019,4,8,4.907,4,26.868
SD,2019,5,4,7.421,1,31.614
SD,2019,6,4,8.522,0,0
SD,2019,6.5,27,4.283,49,10.756
SD,2019,7,8,10.112,0,0
SD,2019,8,7,12.161,0,0
SD,2019,8.5,42,6.76,49,10.756
SD,2019,9,13,16.722,4,72.366
SD,2019,10,8,21.738,0,0
SD,2019,11,13,25.181,3,142.201
SD,2019,12,11,28.445,3,176.931
SD,2019,13,7,44.963,6,193.968
SD,2019,14,12,61.689,24,309.192
SD,2019,14.5,106,22.218,89,117.789
SD,2019,15,2,104.786,6,582.897
SD,2019,16,0,0,0,0
SD,2019,17,0,0,0,0
SD,2019,18,0,0,0,0
SD,2019,19,0,0,0,0
SD,2019,20,0,0,0,0
SD,2019,21,0,0,0,0
SD,2019,22,0,0,0,0
SD,2019,23,108,23.781,95,147.53
SD,2018,1,8,0.326,16,3.839
SD,2018,2,3,1.552,11,8.856
SD,2018,3,3,2.708,13,17.181
SD,2018,4,8,5.054,3,27.602
SD,2018,5,6,6.472,0,0
SD,2018,6,4,9.181,0,0
SD,2018,6.5,32,4.365,43,10.814
SD,2018,7,8,10.349,0,0
SD,2018,8,7,12.134,0,0
SD,2018,8.5,47,6.71,43,10.814
SD,2018,9,12,16.092,1,82.649
SD,2018,10,10,20.545,3,94.415
SD,2018,11,10,24.783,2,145.23
SD,2018,12,10,34.33,4,158.163
SD,2018,13,8,40.543,7,191.981
SD,2018,14,15,60.226,25,351.074
SD,2018,14.5,112,22.827,85,139.703
SD,2018,15,3,109.071,5,673.47
SD,2018,16,0,0,0,0
SD,2018,17,0,0,0,0
SD,2018,18,0,0,0,0
SD,2018,19,0,0,0,0
SD,2018,20,0,0,0,0
SD,2018,21,0,0,0,0
SD,2018,22,0,0,0,0
SD,2018,23,115,25.204,90,169.356
SD,2017,1,6,0.402,17,4.083
SD,2017,2,2,1.933,8,9.84
SD,2017,3,1,2.29,14,15.766
SD,2017,4,7,4.942,5,29.582
SD,2017,5,4,6.774,2,29.463
SD,2017,6,4,9.034,0,0
SD,2017,6.5,24,4.433,46,12.515
SD,2017,7,8,10.654,0,0
SD,2017,8,7,12.721,1,76.452
SD,2017,8.5,39,7.189,47,13.875
SD,2017,9,12,17.132,0,0
SD,2017,10,6,20.562,1,79.093
SD,2017,11,11,25.732,2,123.511
SD,2017,12,13,32.55,1,167.353
SD,2017,13,8,43.317,5,205.46
SD,2017,14,13,62.395,24,362.692
SD,2017,14.5,102,24.283,80,135.969
SD,2017,15,3,113.738,14,594.074
SD,2017,16,0,0,0,0
SD,2017,17,0,0,0,0
SD,2017,18,0,0,0,0
SD,2017,19,0,0,0,0
SD,2017,20,0,0,0,0
SD,2017,21,0,0,0,0
SD,2017,22,0,0,0,0
SD,2017,23,105,26.855,94,204.197
SD,2016,1,7,0.428,18,3.007
SD,2016,2,2,1.553,16,8.68
SD,2016,3,4,2.617,12,15.861
SD,2016,4,4,5.244,4,27.713
SD,2016,5,3,7.16,2,35.885
SD,2016,6,7,8.76,0,0
SD,2016,6.5,27,4.446,52,11.353
SD,2016,7,5,11.104,0,0
SD,2016,8,5,11.779,1,77.842
SD,2016,8.5,37,6.354,53,12.689
SD,2016,9,13,16.662,2,78.309
SD,2016,10,11,21.137,0,0
SD,2016,11,9,25.115,3,144.179
SD,2016,12,14,33.204,6,167.102
SD,2016,13,7,43.416,1,230.725
SD,2016,14,13,63.26,16,389.314
SD,2016,14.5,104,24.504,81,111.436
SD,2016,15,4,115.589,20,674.386
SD,2016,16,0,0,4,1171.072
SD,2016,17,0,0,0,0
SD,2016,18,0,0,0,0
SD,2016,19,0,0,0,0
SD,2016,20,0,0,0,0
SD,2016,21,0,0,0,0
SD,2016,22,0,0,0,0
SD,2016,23,108,27.96,105,263.672
SD,2015,1,5,0.341,24,3.416
SD,2015,2,0,0,20,8.059
SD,2015,3,4,2.613,16,16.606
SD,2015,4,2,5.053,6,29.624
SD,2015,5,8,6.511,1,21.323
SD,2015,6,9,8.58,0,0
SD,2015,6.5,28,5.367,67,11.257
SD,2015,7,5,10.861,0,0
SD,2015,8,6,13.385,0,0
SD,2015,8.5,39,7.37,67,11.257
SD,2015,9,8,16.624,0,0
SD,2015,10,10,21.235,0,0
SD,2015,11,11,26.52,2,120.74
SD,2015,12,17,30.92,2,163.267
SD,2015,13,9,43.946,3,218.473
SD,2015,14,12,69.627,14,334.165
SD,2015,14.5,106,25.503,88,84.242
SD,2015,15,7,120.331,21,770.063
SD,2015,16,0,0,13,1270.94
SD,2015,17,0,0,0,0
SD,2015,18,0,0,0,0
SD,2015,19,0,0,0,0
SD,2015,20,0,0,0,0
SD,2015,21,0,0,0,0
SD,2015,22,0,0,0,0
SD,2015,23,113,30.901,122,351.407
SD,2014,1,4,0.435,31,2.921
SD,2014,2,3,1.343,19,7.935
SD,2014,3,4,2.357,16,17.642
SD,2014,4,3,4.824,4,29.72
SD,2014,5,6,6.335,1,38.537
SD,2014,6,5,8.602,0,0
SD,2014,6.5,25,4.722,71,9.712
SD,2014,7,5,10.605,1,67.751
SD,2014,8,10,12.996,0,0
SD,2014,8.5,40,7.487,72,10.121
SD,2014,9,10,16.081,1,82.463
SD,2014,10,9,21.734,0,0
SD,2014,11,8,25.064,2,121.368
SD,2014,12,10,33.882,3,159.813
SD,2014,13,15,44.205,1,222.989
SD,2014,14,18,62.413,13,354.615
SD,2014,14.5,110,26.875,92,70.064
SD,2014,15,8,133.245,23,768.856
SD,2014,16,0,0,13,1353.235
SD,2014,17,0,0,0,0
SD,2014,18,0,0,0,0
SD,2014,19,0,0,0,0
SD,2014,20,0,0,0,0
SD,2014,21,0,0,0,0
SD,2014,22,0,0,0,0
SD,2014,23,118,33.212,128,328.503
SD,2013,1,7,0.602,22,3.352
SD,2013,2,3,1.415,19,8.481
SD,2013,3,5,2.793,20,16.603
SD,2013,4,2,4.528,5,29.724
SD,2013,5,5,6.693,3,41.458
SD,2013,6,6,8.779,1,43.389
SD,2013,6.5,28,4.185,70,12.619
SD,2013,7,4,8.866,0,0
SD,2013,8,8,12.777,1,48.337
SD,2013,8.5,40,6.523,71,13.122
SD,2013,9,12,16.33,0,0
SD,2013,10,6,21.553,0,0
SD,2013,11,7,24.798,2,115.986
SD,2013,12,13,31.929,7,146.542
SD,2013,13,4,42.533,1,165.345
SD,2013,14,20,67.067,12,335.113
SD,2013,14.5,102,25.672,93,66.177
SD,2013,15,8,126.311,26,741.339
SD,2013,16,1,207.718,14,1337.167
SD,2013,17,0,0,0,0
SD,2013,18,0,0,0,0
SD,2013,19,0,0,0,0
SD,2013,20,0,0,0,0
SD,2013,21,0,0,0,0
SD,2013,22,0,0,0,0
SD,2013,23,111,34.798,133,327.856
SD,2012,1,0,0,27,3.262
SD,2012,2,6,1.212,25,8.559
SD,2012,3,4,2.804,21,16.602
SD,2012,4,3,4.942,9,30.437
SD,2012,5,3,7.372,3,39.457
SD,2012,6,3,8.703,1,51.153
SD,2012,6.5,19,4.346,86,12.77
SD,2012,7,7,9.949,1,67.714
SD,2012,8,3,12.319,4,66.307
SD,2012,8.5,29,6.575,91,14.985
SD,2012,9,10,15.715,4,95.07
SD,2012,10,13,21.95,3,116.37
SD,2012,11,7,24.728,6,117.988
SD,2012,12,11,30.75,2,151.463
SD,2012,13,6,40.897,2,203.663
SD,2012,14,11,63.171,11,315.259
SD,2012,14.5,87,23.335,119,59.365
SD,2012,15,8,126.739,31,690.883
SD,2012,16,2,183.709,9,1287.229
SD,2012,17,0,0,0,0
SD,2012,18,0,0,0,0
SD,2012,19,0,0,0,0
SD,2012,20,0,0,0,0
SD,2012,21,0,0,0,0
SD,2012,22,0,0,0,0
SD,2012,23,97,35.972,159,271.134
SD,2011,1,1,0.301,25,2.974
SD,2011,2,5,1.384,27,8.678
SD,2011,3,5,2.915,25,17.361
SD,2011,4,1,5.953,6,27.929
SD,2011,5,3,7.033,8,40.721
SD,2011,6,5,7.899,3,52.741
SD,2011,6.5,20,4.25,94,15.003
SD,2011,7,6,10.908,0,0
SD,2011,8,7,12.918,2,71.881
SD,2011,8.5,33,7.311,96,16.219
SD,2011,9,8,15.647,4,83.388
SD,2011,10,10,20.838,6,116.285
SD,2011,11,5,24.45,1,159.085
SD,2011,12,11,33.647,3,211.913
SD,2011,13,6,39.645,4,184.29
SD,2011,14,14,57.806,8,354.808
SD,2011,14.5,87,23.791,122,57.031
SD,2011,15,6,106.877,26,652.128
SD,2011,16,4,240.74,7,1184.008
SD,2011,17,0,0,0,0
SD,2011,18,0,0,0,0
SD,2011,19,0,0,0,0
SD,2011,20,0,0,0,0
SD,2011,21,0,0,0,0
SD,2011,22,0,0,0,0
SD,2011,23,97,35.998,155,210.893
SD,2010,1,2,0.362,18,3.54
SD,2010,2,5,1.227,27,8.994
SD,2010,3,5,3.243,20,17.556
SD,2010,4,0,0,7,29.596
SD,2010,5,3,7.298,6,39.686
SD,2010,6,4,7.634,5,55.295
SD,2010,6.5,19,3.852,83,16.385
SD,2010,7,5,10.767,1,69.535
SD,2010,8,6,12.991,2,87.103
SD,2010,8.5,30,6.811,86,18.596
SD,2010,9,9,15.84,4,92.426
SD,2010,10,11,19.528,0,0
