State,Year,ClassNumber,Number of oil wells,Oil wells: oil rate per Well (barrels per day),Number of natural gas wells,Natural gas wells: natural gas rate per well
SD,2010,11,6,24.928,5,145.988
SD,2010,12,7,30.983,10,187.028
SD,2010,13,8,37.203,5,200.563
SD,2010,14,16,60.044,9,424.012
SD,2010,14.5,87,24.265,119,80.48
SD,2010,15,5,127.23,29,658.422
SD,2010,16,3,259.431,3,1133.696
SD,2010,17,0,0,0,0
SD,2010,18,0,0,0,0
SD,2010,19,0,0,0,0
SD,2010,20,0,0,0,0
SD,2010,21,0,0,0,0
SD,2010,22,0,0,0,0
SD,2010,23,95,36.468,151,217.258
SD,2009,1,3,0.322,15,3.589
SD,2009,2,5,1.404,20,8.011
SD,2009,3,2,2.96,21,16.687
SD,2009,4,3,3.904,6,28.055
SD,2009,5,3,6.795,5,41.237
SD,2009,6,3,8.368,1,58.926
SD,2009,6.5,19,3.851,68,14.675
SD,2009,7,5,9.529,2,65.852
SD,2009,8,7,12.354,2,78.03
SD,2009,8.5,31,6.75,72,17.857
SD,2009,9,7,16.648,2,82.552
SD,2009,10,13,20.659,2,92.852
SD,2009,11,6,26.272,4,148.238
SD,2009,12,6,29.94,2,180.445
SD,2009,13,8,37.372,5,211.404
SD,2009,14,13,61.259,19,347.409
SD,2009,14.5,84,23.434,106,96.68
SD,2009,15,7,115.852,29,724.424
SD,2009,16,2,247.475,2,1102.326
SD,2009,17,0,0,0,0
SD,2009,18,0,0,0,0
SD,2009,19,0,0,0,0
SD,2009,20,0,0,0,0
SD,2009,21,0,0,0,0
SD,2009,22,0,0,0,0
SD,2009,23,93,35.82,137,244.241
SD,2008,1,3,0.547,12,4.025
SD,2008,2,5,1.482,20,9.079
SD,2008,3,1,2.723,25,17.449
SD,2008,4,5,4.391,6,31.977
SD,2008,5,6,7.206,5,43.456
SD,2008,6,3,8.29,0,0
SD,2008,6.5,23,4.386,68,15.631
SD,2008,7,5,9.855,1,61.784
SD,2008,8,4,13.214,3,69.657
SD,2008,8.5,32,6.422,72,17.647
SD,2008,9,5,16.811,0,0
SD,2008,10,6,19.993,6,103.438
SD,2008,11,7,24.553,1,121.833
SD,2008,12,9,30.697,5,142.254
SD,2008,13,5,37.003,5,204.458
SD,2008,14,20,61.476,18,355.263
SD,2008,14.5,84,27.542,107,85.479
SD,2008,15,8,119.619,29,662.173
SD,2008,16,1,299.178,3,1140.332
SD,2008,17,0,0,0,0
SD,2008,18,0,0,0,0
SD,2008,19,0,0,0,0
SD,2008,20,0,0,0,0
SD,2008,21,0,0,0,0
SD,2008,22,0,0,0,0
SD,2008,23,93,36.884,139,239.228
SD,2007,1,2,0.625,7,3.298
SD,2007,2,5,1.604,20,8.901
SD,2007,3,0,0,27,17.509
SD,2007,4,5,4.722,4,28.284
SD,2007,5,3,7.069,5,41.826
SD,2007,6,6,8.413,2,50.488
SD,2007,6.5,21,4.874,65,16.982
SD,2007,7,1,11.526,1,60.945
SD,2007,8,5,12.732,0,0
SD,2007,8.5,27,6.681,66,17.657
SD,2007,9,8,16.078,0,0
SD,2007,10,6,19.144,3,83.758
SD,2007,11,6,25.402,4,107.265
SD,2007,12,10,31.224,7,162.393
SD,2007,13,4,38.679,6,213.617
SD,2007,14,17,69.232,20,332.709
SD,2007,14.5,78,27.337,106,90.192
SD,2007,15,8,107.305,25,660.053
SD,2007,16,3,244.799,8,1036.328
SD,2007,17,0,0,0,0
SD,2007,18,0,0,0,0
SD,2007,19,0,0,0,0
SD,2007,20,0,0,0,0
SD,2007,21,0,0,0,0
SD,2007,22,0,0,0,0
SD,2007,23,89,38.393,139,245.101
SD,2006,1,2,0.813,9,4.449
SD,2006,2,6,1.315,14,9.197
SD,2006,3,0,0,24,17.88
SD,2006,4,2,5.503,11,28.445
SD,2006,5,3,6.855,3,39.363
SD,2006,6,5,8.529,2,51.611
SD,2006,6.5,18,4.858,63,17.758
SD,2006,7,3,10.779,1,61.449
SD,2006,8,5,13.561,2,76.049
SD,2006,8.5,26,7.153,66,19.789
SD,2006,9,9,15.237,3,68.708
SD,2006,10,6,20.349,1,84.117
SD,2006,11,3,25.062,4,128.486
SD,2006,12,9,32.228,1,195.167
SD,2006,13,5,42.347,12,203.149
SD,2006,14,15,70.711,23,351.589
SD,2006,14.5,73,27.569,110,107.978
SD,2006,15,7,107.731,24,657.12
SD,2006,16,0,0,1,1067.178
SD,2006,17,0,0,0,0
SD,2006,18,0,0,0,0
SD,2006,19,0,0,0,0
SD,2006,20,0,0,0,0
SD,2006,21,0,0,0,0
SD,2006,22,0,0,0,0
SD,2006,23,80,33.115,135,214.968
SD,2005,1,1,0.033,4,3.754
SD,2005,2,6,1.647,15,7.68
SD,2005,3,2,2.577,27,17.663
SD,2005,4,1,4.893,11,27.726
SD,2005,5,3,6.836,3,42.911
SD,2005,6,8,8.96,1,48.83
SD,2005,6.5,21,5.352,61,17.863
SD,2005,7,3,11.075,2,63.382
SD,2005,8,7,13.468,1,45.953
SD,2005,8.5,31,7.851,64,19.725
SD,2005,9,10,15.85,0,0
SD,2005,10,7,20.752,0,0
SD,2005,11,6,25.469,1,118.841
SD,2005,12,4,31.814,4,146.193
SD,2005,13,8,39.423,10,202.204
SD,2005,14,10,62.792,29,319.132
SD,2005,14.5,76,22.378,108,111.449
SD,2005,15,12,110.706,21,693.05
SD,2005,16,2,173.094,4,1106.321
SD,2005,17,0,0,0,0
SD,2005,18,0,0,0,0
SD,2005,19,0,0,0,0
SD,2005,20,0,0,0,0
SD,2005,21,0,0,0,0
SD,2005,22,0,0,0,0
SD,2005,23,90,35.167,133,231.127
SD,2004,1,1,0.227,4,3.976
SD,2004,2,2,1.329,16,8.482
SD,2004,3,6,2.339,20,17.898
SD,2004,4,0,0,14,28.001
SD,2004,5,4,7.409,4,44.117
SD,2004,6,5,8.671,1,50.413
SD,2004,6.5,18,4.926,59,19.089
SD,2004,7,6,11.176,3,68.413
SD,2004,8,5,12.387,0,0
SD,2004,8.5,29,7.535,62,21.486
SD,2004,9,11,15.571,2,108.281
SD,2004,10,5,21.955,1,102.511
SD,2004,11,6,26.617,0,0
SD,2004,12,6,32.622,4,139.235
SD,2004,13,3,44.027,5,193.439
SD,2004,14,10,58.126,33,335.435
SD,2004,14.5,70,21.196,107,133.19
SD,2004,15,4,114.491,20,708.675
SD,2004,16,2,267.538,3,1210.512
SD,2004,17,0,0,0,0
SD,2004,18,0,0,0,0
SD,2004,19,0,0,0,0
SD,2004,20,0,0,0,0
SD,2004,21,0,0,0,0
SD,2004,22,0,0,0,0
SD,2004,23,76,31.795,130,242.467
SD,2003,1,1,0.833,4,4.066
SD,2003,2,3,1.26,14,8.356
SD,2003,3,2,2.388,21,18.24
SD,2003,4,2,4.736,14,28.723
SD,2003,5,1,6.795,2,42.1
SD,2003,6,7,8.832,4,52.382
SD,2003,6.5,16,5.495,59,20.661
SD,2003,7,5,9.919,3,66.263
SD,2003,8,8,12.774,0,0
SD,2003,8.5,29,8.323,62,22.882
SD,2003,9,12,16.139,2,101.544
SD,2003,10,6,21.964,0,0
SD,2003,11,4,28.029,0,0
SD,2003,12,6,33.88,3,155.857
SD,2003,13,3,36.759,5,171.879
SD,2003,14,9,65.24,31,336.484
SD,2003,14.5,69,22.83,103,130.332
SD,2003,15,3,93.149,21,639.114
SD,2003,16,1,289.315,3,1239.402
SD,2003,17,0,0,0,0
SD,2003,18,0,0,0,0
SD,2003,19,0,0,0,0
SD,2003,20,0,0,0,0
SD,2003,21,0,0,0,0
SD,2003,22,0,0,0,0
SD,2003,23,73,27.757,127,241.021
SD,2002,1,5,0.176,6,5.017
SD,2002,2,2,1.73,13,8.46
SD,2002,3,1,2.636,19,17.905
SD,2002,4,1,4.397,12,27.674
SD,2002,5,0,0,4,40.909
SD,2002,6,6,9.088,3,51.751
SD,2002,6.5,15,4.816,57,19.846
SD,2002,7,4,10.282,4,65.86
SD,2002,8,6,13.542,0,0
SD,2002,8.5,25,7.987,61,22.864
SD,2002,9,16,16.437,2,94.61
SD,2002,10,5,20.192,1,102.123
SD,2002,11,7,25.977,0,0
SD,2002,12,5,30.057,2,138.166
SD,2002,13,5,34.159,3,170.108
SD,2002,14,5,58.197,35,340.577
SD,2002,14.5,68,19.759,104,137.08
SD,2002,15,8,101.717,20,618.036
SD,2002,16,0,0,2,1020.79
SD,2002,17,0,0,0,0
SD,2002,18,0,0,0,0
SD,2002,19,0,0,0,0
SD,2002,20,0,0,0,0
SD,2002,21,0,0,0,0
SD,2002,22,0,0,0,0
SD,2002,23,76,26.896,126,225.064
SD,2001,1,1,0.732,6,4.953
SD,2001,2,1,1.17,9,8.309
SD,2001,3,1,2.233,18,17.267
SD,2001,4,1,4.605,14,27.322
SD,2001,5,2,7.249,8,41.297
SD,2001,6,4,9.595,3,55.382
SD,2001,6.5,10,6.162,58,22.316
SD,2001,7,6,10.325,1,68.041
SD,2001,8,7,12.399,2,85.337
SD,2001,8.5,23,9.111,61,25.132
SD,2001,9,13,16.12,1,72.592
SD,2001,10,6,21.068,0,0
SD,2001,11,6,27.588,1,92.638
SD,2001,12,6,27.069,1,158.586
SD,2001,13,4,38.159,6,199.779
SD,2001,14,6,62.089,34,338.442
SD,2001,14.5,64,21.729,104,140.025
SD,2001,15,6,118.91,22,616.206
SD,2001,16,0,0,2,1095.847
SD,2001,17,0,0,0,0
SD,2001,18,0,0,0,0
SD,2001,19,0,0,0,0
SD,2001,20,0,0,0,0
SD,2001,21,0,0,0,0
SD,2001,22,0,0,0,0
SD,2001,23,70,29.019,128,233.388
SD,2000,1,5,0.283,2,5.019
SD,2000,2,2,1.359,10,8.563
SD,2000,3,2,2.246,17,18.727
SD,2000,4,2,5.049,13,29.34
SD,2000,5,0,0,9,42.329
SD,2000,6,4,9.449,4,54.092
SD,2000,6.5,15,3.903,55,24.683
SD,2000,7,7,10.564,4,66.436
SD,2000,8,7,12.232,0,0
SD,2000,8.5,29,7.648,59,27.587
SD,2000,9,11,15.576,2,105.903
SD,2000,10,10,21.648,0,0
SD,2000,11,7,24.82,2,93.79
SD,2000,12,5,28.85,2,111.205
SD,2000,13,4,38.507,3,185.816
SD,2000,14,8,63.081,32,312.22
SD,2000,14.5,74,20.641,100,129.614
SD,2000,15,3,110.799,22,635.879
SD,2000,16,1,163.134,0,0
SD,2000,17,0,0,0,0
SD,2000,18,0,0,0,0
SD,2000,19,0,0,0,0
SD,2000,20,0,0,0,0
SD,2000,21,0,0,0,0
SD,2000,22,0,0,0,0
SD,2000,23,78,25.379,122,222.493
TN,2023,1,672,0.307,442,2.184
TN,2023,2,80,1.359,203,8.292
TN,2023,3,22,2.55,117,15.733
TN,2023,4,0,0,43,29.064
TN,2023,5,0,0,17,38.945
TN,2023,6,1,9.577,15,53.48
TN,2023,6.5,775,0.484,837,8.408
TN,2023,7,1,10.4,15,67.182
TN,2023,8,2,11.337,14,79.916
TN,2023,8.5,778,0.531,866,10.401
TN,2023,9,0,0,15,103.575
TN,2023,10,0,0,4,137.881
TN,2023,11,0,0,4,168.128
TN,2023,12,0,0,3,210.475
TN,2023,13,1,44.857,2,273.319
TN,2023,14,0,0,0,0
TN,2023,14.5,779,0.596,894,14.008
TN,2023,15,0,0,1,725.497
TN,2023,16,0,0,1,1639.625
TN,2023,17,0,0,0,0
TN,2023,18,0,0,0,0
TN,2023,19,0,0,0,0
TN,2023,20,0,0,0,0
TN,2023,21,0,0,0,0
TN,2023,22,0,0,0,0
TN,2023,23,779,0.596,896,14.683
TN,2022,1,672,0.307,442,2.184
TN,2022,2,80,1.359,203,8.292
TN,2022,3,22,2.55,117,15.733
TN,2022,4,0,0,43,29.064
TN,2022,5,0,0,17,38.945
TN,2022,6,1,9.577,15,53.48
TN,2022,6.5,775,0.484,837,8.408
TN,2022,7,1,10.4,15,67.182
TN,2022,8,2,11.337,14,79.916
TN,2022,8.5,778,0.531,866,10.401
TN,2022,9,0,0,15,103.575
TN,2022,10,0,0,4,137.881
TN,2022,11,0,0,4,168.128
TN,2022,12,0,0,3,210.475
TN,2022,13,1,44.857,2,273.319
TN,2022,14,0,0,0,0
TN,2022,14.5,779,0.596,894,14.008
TN,2022,15,0,0,1,725.497
TN,2022,16,0,0,1,1639.625
TN,2022,17,0,0,0,0
TN,2022,18,0,0,0,0
TN,2022,19,0,0,0,0
TN,2022,20,0,0,0,0
TN,2022,21,0,0,0,0
TN,2022,22,0,0,0,0
TN,2022,23,779,0.596,896,14.683
TN,2021,1,460,0.263,563,2.402
TN,2021,2,27,1.263,150,8.145
TN,2021,3,14,2.62,93,15.933
TN,2021,4,1,2.652,31,29.246
TN,2021,5,0,0,14,40.623
TN,2021,6,0,0,11,55.574
TN,2021,6.5,502,0.387,862,7.134
TN,2021,7,0,0,5,67.646
TN,2021,8,1,12.17,7,80.653
TN,2021,8.5,503,0.411,874,8.071
TN,2021,9,0,0,5,96.743
TN,2021,10,0,0,4,129.835
TN,2021,11,0,0,1,162.315
TN,2021,12,0,0,1,207.959
TN,2021,13,0,0,0,0
TN,2021,14,0,0,0,0
TN,2021,14.5,503,0.411,885,9.525
TN,2021,15,0,0,0,0
TN,2021,16,0,0,0,0
TN,2021,17,0,0,0,0
TN,2021,18,0,0,0,0
TN,2021,19,0,0,0,0
TN,2021,20,0,0,0,0
TN,2021,21,0,0,0,0
TN,2021,22,0,0,0,0
TN,2021,23,503,0.411,885,9.525
TN,2020,1,559,0.26,511,2.378
TN,2020,2,46,1.305,187,7.925
TN,2020,3,15,2.699,105,16.199
TN,2020,4,3,4.326,30,30.042
TN,2020,5,1,3.97,26,39.813
TN,2020,6,0,0,7,52.223
TN,2020,6.5,624,0.422,866,7.737
TN,2020,7,1,11.792,8,65.991
TN,2020,8,0,0,11,80.194
TN,2020,8.5,625,0.44,885,9.165
TN,2020,9,3,15.951,7,108.701
TN,2020,10,0,0,3,132.535
TN,2020,11,0,0,1,151.232
TN,2020,12,1,34.971,2,184.892
TN,2020,13,0,0,0,0
TN,2020,14,0,0,0,0
TN,2020,14.5,629,0.569,898,10.903
TN,2020,15,0,0,0,0
TN,2020,16,0,0,0,0
TN,2020,17,0,0,0,0
TN,2020,18,0,0,0,0
TN,2020,19,0,0,0,0
TN,2020,20,0,0,0,0
TN,2020,21,0,0,0,0
TN,2020,22,0,0,0,0
TN,2020,23,629,0.569,898,10.903
TN,2019,1,629,0.368,553,2.369
TN,2019,2,59,1.387,147,7.849
TN,2019,3,23,2.458,99,15.562
TN,2019,4,4,3.782,27,29.579
TN,2019,5,1,6.005,14,39.6
TN,2019,6,0,0,7,53.609
TN,2019,6.5,716,0.545,847,6.768
TN,2019,7,0,0,7,64.739
TN,2019,8,1,13.082,7,78.421
TN,2019,8.5,717,0.562,861,7.822
TN,2019,9,1,15.315,8,99.732
TN,2019,10,0,0,4,133.981
TN,2019,11,1,27.39,1,168.702
TN,2019,12,0,0,0,0
TN,2019,13,1,43.582,0,0
TN,2019,14,0,0,0,0
TN,2019,14.5,720,0.68,874,9.425
TN,2019,15,0,0,0,0
TN,2019,16,0,0,0,0
TN,2019,17,0,0,0,0
TN,2019,18,0,0,0,0
TN,2019,19,0,0,0,0
TN,2019,20,0,0,0,0
TN,2019,21,0,0,0,0
TN,2019,22,0,0,0,0
TN,2019,23,720,0.68,874,9.425
TN,2018,1,572,0.312,549,2.445
TN,2018,2,60,1.276,156,8.008
TN,2018,3,24,2.603,98,15.358
TN,2018,4,8,4.299,31,29.384
TN,2018,5,1,7.94,18,40.431
TN,2018,6,1,8.756,9,54.009
TN,2018,6.5,666,0.553,861,7.226
TN,2018,7,0,0,5,67.913
TN,2018,8,3,13.266,9,83.308
TN,2018,8.5,669,0.61,875,8.355
TN,2018,9,0,0,5,105.591
TN,2018,10,0,0,3,127.297
TN,2018,11,0,0,3,158.594
TN,2018,12,1,33.717,2,190.898
TN,2018,13,1,45.174,0,0
TN,2018,14,0,0,1,328.781
TN,2018,14.5,671,0.726,889,10.582
TN,2018,15,0,0,0,0
TN,2018,16,0,0,0,0
TN,2018,17,0,0,0,0
TN,2018,18,0,0,0,0
TN,2018,19,0,0,0,0
TN,2018,20,0,0,0,0
TN,2018,21,0,0,0,0
TN,2018,22,0,0,0,0
TN,2018,23,671,0.726,889,10.582
TN,2017,1,565,0.389,531,2.45
TN,2017,2,75,1.355,143,8.136
TN,2017,3,33,2.651,99,15.164
TN,2017,4,6,4.452,36,28.723
TN,2017,5,1,5.694,12,38.93
TN,2017,6,2,9.194,7,54.879
TN,2017,6.5,682,0.673,828,7.065
TN,2017,7,0,0,6,65.913
TN,2017,8,1,14.083,4,79.48
TN,2017,8.5,683,0.692,838,7.833
TN,2017,9,3,16.997,3,103.613
TN,2017,10,0,0,3,139.276
TN,2017,11,0,0,0,0
TN,2017,12,2,34.424,0,0
TN,2017,13,1,49.123,0,0
TN,2017,14,0,0,0,0
TN,2017,14.5,689,0.89,844,8.641
TN,2017,15,0,0,0,0
TN,2017,16,0,0,0,0
TN,2017,17,0,0,0,0
TN,2017,18,0,0,0,0
TN,2017,19,0,0,0,0
TN,2017,20,0,0,0,0
TN,2017,21,0,0,0,0
TN,2017,22,0,0,0,0
TN,2017,23,689,0.89,844,8.641
TN,2016,1,755,0.353,592,2.393
TN,2016,2,120,1.42,166,7.82
TN,2016,3,29,2.572,102,15.914
TN,2016,4,13,4.982,39,29.753
TN,2016,5,4,7.123,22,42.074
TN,2016,6,2,8.145,7,50.639
TN,2016,6.5,923,0.666,928,7.298
TN,2016,7,1,10.853,9,63.53
TN,2016,8,1,12.585,6,79.586
TN,2016,8.5,925,0.691,943,8.267
TN,2016,9,1,17.031,7,105.812
TN,2016,10,0,0,5,134.792
TN,2016,11,0,0,1,164.721
TN,2016,12,1,35.094,3,189.613
TN,2016,13,0,0,0,0
TN,2016,14,0,0,0,0
TN,2016,14.5,927,0.748,959,10.374
TN,2016,15,0,0,0,0
TN,2016,16,0,0,0,0
TN,2016,17,0,0,0,0
TN,2016,18,0,0,0,0
TN,2016,19,0,0,0,0
TN,2016,20,0,0,0,0
TN,2016,21,0,0,0,0
TN,2016,22,0,0,0,0
TN,2016,23,927,0.748,959,10.374
TN,2015,1,700,0.364,485,2.679
TN,2015,2,152,1.265,207,8.11
TN,2015,3,42,2.581,104,16.197
TN,2015,4,9,4.73,40,29.775
TN,2015,5,6,7.214,26,41.85
TN,2015,6,2,9.301,7,54.47
TN,2015,6.5,911,0.722,869,8.45
TN,2015,7,0,0,9,65.226
TN,2015,8,2,13.127,10,79.143
TN,2015,8.5,913,0.744,888,9.827
TN,2015,9,1,18.919,6,106.31
TN,2015,10,0,0,5,125.501
TN,2015,11,0,0,5,162.905
TN,2015,12,3,30.486,3,210.578
TN,2015,13,0,0,1,262.553
TN,2015,14,0,0,0,0
TN,2015,14.5,917,0.864,908,12.898
TN,2015,15,0,0,0,0
TN,2015,16,0,0,0,0
TN,2015,17,0,0,0,0
TN,2015,18,0,0,0,0
TN,2015,19,0,0,0,0
TN,2015,20,0,0,0,0
TN,2015,21,0,0,0,0
TN,2015,22,0,0,0,0
TN,2015,23,917,0.864,908,12.898
TN,2014,1,802,0.339,485,2.389
TN,2014,2,144,1.34,221,8.07
TN,2014,3,52,2.548,114,15.651
TN,2014,4,13,5.083,44,29.052
TN,2014,5,3,6.484,23,40.736
TN,2014,6,3,7.871,13,51.699
TN,2014,6.5,1017,0.685,900,8.47
TN,2014,7,1,10.806,10,64.452
TN,2014,8,0,0,10,80.278
TN,2014,8.5,1018,0.69,920,9.861
TN,2014,9,2,15.45,10,101.258
TN,2014,10,2,21.392,4,137.07
TN,2014,11,0,0,4,172.236
TN,2014,12,2,27.926,8,197.293
TN,2014,13,1,48.461,2,272.14
TN,2014,14,0,0,2,384.186
TN,2014,14.5,1025,0.864,950,14.97
TN,2014,15,0,0,0,0
TN,2014,16,0,0,0,0
TN,2014,17,0,0,0,0
TN,2014,18,0,0,0,0
TN,2014,19,0,0,0,0
TN,2014,20,0,0,0,0
TN,2014,21,0,0,0,0
TN,2014,22,0,0,0,0
TN,2014,23,1025,0.864,950,14.97
TN,2013,1,803,0.342,586,2.297
TN,2013,2,151,1.233,187,7.848
TN,2013,3,60,2.589,117,15.731
TN,2013,4,12,4.429,53,28.824
TN,2013,5,9,7.04,17,41.985
TN,2013,6,3,7.75,11,55.532
TN,2013,6.5,1038,0.699,971,7.731
TN,2013,7,0,0,9,66.309
TN,2013,8,4,12.902,8,80.743
TN,2013,8.5,1042,0.745,988,8.856
TN,2013,9,1,16.629,13,102.955
TN,2013,10,3,20.127,3,146.15
TN,2013,11,1,25.098,9,162.981
TN,2013,12,1,38.909,4,213.401
TN,2013,13,0,0,1,272.625
TN,2013,14,1,53.72,4,440.174
TN,2013,14.5,1049,0.881,1022,14.561
TN,2013,15,0,0,0,0
TN,2013,16,0,0,0,0
TN,2013,17,0,0,0,0
TN,2013,18,0,0,0,0
TN,2013,19,0,0,0,0
TN,2013,20,0,0,0,0
TN,2013,21,0,0,0,0
TN,2013,22,0,0,0,0
TN,2013,23,1049,0.881,1022,14.561
TN,2012,1,667,0.329,559,2.297
TN,2012,2,101,1.369,217,7.958
TN,2012,3,67,2.555,108,16.019
TN,2012,4,17,4.719,45,28.984
TN,2012,5,8,5.971,30,40.964
TN,2012,6,5,8.665,8,53.502
TN,2012,6.5,865,0.796,967,7.965
TN,2012,7,3,11.664,10,65.794
TN,2012,8,1,13.71,12,79.092
TN,2012,8.5,869,0.826,989,9.413
TN,2012,9,3,15.164,14,105.211
TN,2012,10,2,22.851,7,133.676
TN,2012,11,0,0,2,158.934
TN,2012,12,1,33.273,9,214.781
TN,2012,13,0,0,3,257.233
TN,2012,14,3,73.089,3,385.844
TN,2012,14.5,878,1.203,1027,15.48
TN,2012,15,0,0,0,0
TN,2012,16,0,0,0,0
TN,2012,17,0,0,0,0
TN,2012,18,0,0,0,0
TN,2012,19,0,0,0,0
TN,2012,20,0,0,0,0
TN,2012,21,0,0,0,0
TN,2012,22,0,0,0,0
TN,2012,23,878,1.203,1027,15.48
TN,2011,1,671,0.357,556,2.334
TN,2011,2,112,1.356,216,7.858
TN,2011,3,61,2.651,123,16.27
TN,2011,4,10,4.748,33,28.418
TN,2011,5,4,6.761,33,41.022
TN,2011,6,6,7.936,17,53.226
TN,2011,6.5,864,0.748,978,8.371
TN,2011,7,0,0,10,64.324
TN,2011,8,2,14.556,10,80.577
TN,2011,8.5,866,0.781,998,9.656
TN,2011,9,2,15.255,10,102.421
TN,2011,10,3,21.754,9,128.378
TN,2011,11,2,30,7,163.863
TN,2011,12,1,38.152,1,223.638
TN,2011,13,2,42.829,2,268.314
TN,2011,14,0,0,0,0
TN,2011,14.5,876,1.038,1027,13.365
TN,2011,15,0,0,0,0
TN,2011,16,0,0,0,0
TN,2011,17,0,0,0,0
TN,2011,18,0,0,0,0
TN,2011,19,0,0,0,0
TN,2011,20,0,0,0,0
TN,2011,21,0,0,0,0
TN,2011,22,0,0,0,0
TN,2011,23,876,1.038,1027,13.365
TN,2010,1,565,0.362,485,2.425
TN,2010,2,101,1.321,231,8.161
TN,2010,3,57,2.695,143,15.896
TN,2010,4,13,4.303,42,27.803
TN,2010,5,5,6.35,38,41.14
TN,2010,6,3,9.439,14,51.896
TN,2010,6.5,744,0.77,953,9.273
TN,2010,7,2,10.782,14,64.364
TN,2010,8,2,14.066,14,81.03
TN,2010,8.5,748,0.834,981,11.107
TN,2010,9,2,18.305,17,103.085
TN,2010,10,2,20.673,3,132.037
TN,2010,11,1,27.528,3,171.196
TN,2010,12,1,37.688,5,212.238
TN,2010,13,0,0,0,0
TN,2010,14,2,61.656,1,341.934
TN,2010,14.5,756,1.112,1010,14.795
TN,2010,15,0,0,0,0
TN,2010,16,0,0,0,0
TN,2010,17,0,0,0,0
TN,2010,18,0,0,0,0
TN,2010,19,0,0,0,0
TN,2010,20,0,0,0,0
TN,2010,21,0,0,0,0
TN,2010,22,0,0,0,0
TN,2010,23,756,1.112,1010,14.795
TN,2009,1,482,0.369,292,3.072
TN,2009,2,81,1.315,223,8.191
TN,2009,3,50,2.583,135,15.213
TN,2009,4,13,4.326,43,28.856
TN,2009,5,7,6.493,25,41.861
TN,2009,6,3,8.954,18,52.178
TN,2009,6.5,636,0.82,736,10.95
TN,2009,7,1,10.197,8,63.823
TN,2009,8,2,12.699,14,78.61
TN,2009,8.5,639,0.862,758,12.788
TN,2009,9,6,17.441,10,101.364
TN,2009,10,0,0,6,131.32
TN,2009,11,1,27.595,2,172.782
TN,2009,12,0,0,2,205.003
TN,2009,13,1,43.359,1,243.293
TN,2009,14,0,0,1,310.326
TN,2009,14.5,647,1.116,780,16.461
TN,2009,15,0,0,0,0
TN,2009,16,0,0,0,0
TN,2009,17,0,0,0,0
TN,2009,18,0,0,0,0
TN,2009,19,0,0,0,0
TN,2009,20,0,0,0,0
TN,2009,21,0,0,0,0
TN,2009,22,0,0,0,0
TN,2009,23,647,1.116,780,16.461
TN,2008,1,482,0.395,240,2.644
TN,2008,2,90,1.359,167,8.567
TN,2008,3,45,2.699,159,16.079
TN,2008,4,16,4.518,62,28.4
TN,2008,5,6,6.39,23,39.975
TN,2008,6,0,0,27,49.711
TN,2008,6.5,639,0.824,678,12.978
TN,2008,7,3,10.806,7,63.392
TN,2008,8,3,13.822,9,78.321
TN,2008,8.5,645,0.925,694,14.269
TN,2008,9,3,14.689,8,107.331
TN,2008,10,2,21.238,6,136.002
TN,2008,11,1,26.089,1,175.342
TN,2008,12,3,34.742,3,235.792
TN,2008,13,0,0,1,160.634
TN,2008,14,1,79.235,0,0
TN,2008,14.5,655,1.333,713,17.264
TN,2008,15,0,0,0,0
TN,2008,16,0,0,0,0
TN,2008,17,0,0,0,0
TN,2008,18,0,0,0,0
TN,2008,19,0,0,0,0
TN,2008,20,0,0,0,0
TN,2008,21,0,0,0,0
TN,2008,22,0,0,0,0
TN,2008,23,655,1.333,713,17.264
TN,2007,1,488,0.378,329,2.317
TN,2007,2,82,1.325,178,8.22
TN,2007,3,59,2.549,150,16.119
TN,2007,4,22,4.383,37,27.778
TN,2007,5,10,6.529,8,38.946
TN,2007,6,1,8.493,15,52.994
TN,2007,6.5,662,0.883,717,9.508
TN,2007,7,3,10.268,3,68.033
TN,2007,8,2,12.582,4,78.632
TN,2007,8.5,667,0.967,724,10.138
TN,2007,9,1,17.419,1,109.164
TN,2007,10,1,22.616,2,123.321
TN,2007,11,0,0,2,163.945
TN,2007,12,1,37.137,2,211.427
TN,2007,13,0,0,0,0
TN,2007,14,0,0,0,0
TN,2007,14.5,670,1.053,731,11.567
TN,2007,15,1,115.739,0,0
TN,2007,16,0,0,0,0
TN,2007,17,0,0,0,0
TN,2007,18,0,0,0,0
TN,2007,19,0,0,0,0
TN,2007,20,0,0,0,0
TN,2007,21,0,0,0,0
TN,2007,22,0,0,0,0
TN,2007,23,671,1.207,731,11.567
TN,2006,1,593,0.377,223,2.321
TN,2006,2,113,1.335,78,8.154
TN,2006,3,71,2.63,64,15.193
TN,2006,4,22,4.96,18,28.068
TN,2006,5,9,6.354,14,39.66
TN,2006,6,4,8.887,10,55.329
TN,2006,6.5,812,0.836,407,8.904
TN,2006,7,2,10.515,2,61.185
TN,2006,8,3,14.731,4,77.306
TN,2006,8.5,817,0.872,413,9.734
TN,2006,9,4,16.019,4,99.251
TN,2006,10,1,22.575,1,139.81
TN,2006,11,0,0,1,159.098
TN,2006,12,1,34.032,1,220.46
TN,2006,13,0,0,0,0
TN,2006,14,0,0,0,0
TN,2006,14.5,823,0.972,420,11.471
TN,2006,15,0,0,0,0
TN,2006,16,0,0,0,0
TN,2006,17,0,0,0,0
TN,2006,18,0,0,0,0
TN,2006,19,0,0,0,0
TN,2006,20,0,0,0,0
TN,2006,21,0,0,0,0
